name;cores;cpumark;thread;tdp;socket;cat;cannonname
Renoir based on Qualcomm Technologies, Inc SM7350;8;4886;1820;NA;Unknown;Mobile/Embedded;Renoir based on Qualcomm Technologies, Inc SM7350
RK30board;4;198;226;NA;Unknown;Mobile/Embedded;RK30board
rk3399;6;2046;841;NA;Unknown;Mobile/Embedded;rk3399
rk3566;4;595;460;NA;Unknown;Mobile/Embedded;rk3566
RK3568 AIoT3568 Board V2.1-AD52068, LVDS(8775), HD;4;1178;526;NA;Unknown;Mobile/Embedded;RK3568 AIoT3568 Board V2.1-AD52068, LVDS(8775), HD
ROC-RK3568-PC HDMI (Android);4;1197;551;NA;Unknown;Mobile/Embedded;ROC-RK3568-PC HDMI (Android)
Rockchip (Device Tree);4;666;487;NA;Unknown;Mobile/Embedded;Rockchip (Device Tree)
Rockchip RK;8;1246;654;NA;Unknown;Mobile/Embedded;Rockchip RK
Rockchip RK3228A;4;314;202;NA;Unknown;Mobile/Embedded;Rockchip RK3228A
Rockchip RK3229;4;280;181;NA;Unknown;Mobile/Embedded;Rockchip RK3229
Rockchip RK3288;4;708;766;NA;Unknown;Mobile/Embedded;Rockchip RK3288
Rockchip RK3288 (Flattened Device Tree);4;515;363;NA;Unknown;Mobile/Embedded;Rockchip RK3288 (Flattened Device Tree)
Rockchip RK3326;4;440;283;NA;Unknown;Mobile/Embedded;Rockchip RK3326
Rockchip rk3326 863 rkisp1 board;4;365;300;NA;Unknown;Mobile/Embedded;Rockchip rk3326 863 rkisp1 board
Rockchip RK3326 Board;4;386;272;NA;Unknown;Mobile/Embedded;Rockchip RK3326 Board
Rockchip rk3326 evb board;4;463;335;NA;Unknown;Mobile/Embedded;Rockchip rk3326 evb board
Rockchip RK3328;4;319;204;NA;Unknown;Mobile/Embedded;Rockchip RK3328
Rockchip RK3328 box liantong avb;4;491;239;NA;Unknown;Mobile/Embedded;Rockchip RK3328 box liantong avb
Rockchip RK3368;8;827;329;NA;Unknown;Mobile/Embedded;Rockchip RK3368
Rockchip RK3399;6;1560;790;NA;Unknown;Mobile/Embedded;Rockchip RK3399
Rockchip RK3399 Board (Android);6;1456;810;NA;Unknown;Mobile/Embedded;Rockchip RK3399 Board (Android)
Rockchip RK3399 EVB IND LPDDR4 Board lvds (Android;6;1862;832;NA;Unknown;Mobile/Embedded;Rockchip RK3399 EVB IND LPDDR4 Board lvds (Android
Rockchip RK3399 Excavator Board edp avb (Android);6;1533;839;NA;Unknown;Mobile/Embedded;Rockchip RK3399 Excavator Board edp avb (Android)
Rockchip RK3399 Generic Board edp (Android);6;391;642;NA;Unknown;Mobile/Embedded;Rockchip RK3399 Generic Board edp (Android)
Rockchip RK3528 DEMO4 DDR4 V10 Board;4;888;435;NA;Unknown;Mobile/Embedded;Rockchip RK3528 DEMO4 DDR4 V10 Board
Rockchip RK3562;4;1048;519;NA;Unknown;Mobile/Embedded;Rockchip RK3562
Rockchip RK3566;4;922;505;NA;Unknown;Mobile/Embedded;Rockchip RK3566
Rockchip RK3566 BOX DEMO V10 ANDROID Board;4;1093;520;NA;Unknown;Mobile/Embedded;Rockchip RK3566 BOX DEMO V10 ANDROID Board
Rockchip RK3566 EVB1 DDR4 V10 Board;4;751;466;NA;Unknown;Mobile/Embedded;Rockchip RK3566 EVB1 DDR4 V10 Board
Rockchip RK3566 EVB2 LP4X V10 Board;4;933;469;NA;Unknown;Mobile/Embedded;Rockchip RK3566 EVB2 LP4X V10 Board
Rockchip RK3566 EVB2 LP4X V10 Board PDM Mic Array;4;337;217;NA;Unknown;Mobile/Embedded;Rockchip RK3566 EVB2 LP4X V10 Board PDM Mic Array
Rockchip RK3566 EVB3 DDR3 V10 Board;4;994;498;NA;Unknown;Mobile/Embedded;Rockchip RK3566 EVB3 DDR3 V10 Board
Rockchip RK3566 HD15 Board;4;1160;546;NA;Unknown;Mobile/Embedded;Rockchip RK3566 HD15 Board
Rockchip RK3566 RK817 EINK LP4X Board;4;667;446;NA;Unknown;Mobile/Embedded;Rockchip RK3566 RK817 EINK LP4X Board
Rockchip RK3566 RK817 TABLET LP4X Board;4;1021;498;NA;Unknown;Mobile/Embedded;Rockchip RK3566 RK817 TABLET LP4X Board
Rockchip RK3566 RK817 TABLET RKG11 LP4 Board;8;686;314;NA;Unknown;Mobile/Embedded;Rockchip RK3566 RK817 TABLET RKG11 LP4 Board
Rockchip RK3566 RK817 ZIDOO TABLET LP4X Board;4;795;508;NA;Unknown;Mobile/Embedded;Rockchip RK3566 RK817 ZIDOO TABLET LP4X Board
Rockchip RK3568;4;1120;541;NA;Unknown;Mobile/Embedded;Rockchip RK3568
Rockchip RK3568 EVB1 DDR4 V10 Board;4;1082;494;NA;Unknown;Mobile/Embedded;Rockchip RK3568 EVB1 DDR4 V10 Board
Rockchip RK3568 EVB2 LP4X V10 Board;4;883;505;NA;Unknown;Mobile/Embedded;Rockchip RK3568 EVB2 LP4X V10 Board
Rockchip RK3568 EVB7 DDR4 V10 Board;4;1106;508;NA;Unknown;Mobile/Embedded;Rockchip RK3568 EVB7 DDR4 V10 Board
Rockchip RK3576;8;3871;1027;NA;Unknown;Mobile/Embedded;Rockchip RK3576
Rockchip RK3588;8;4579;1514;NA;Unknown;Mobile/Embedded;Rockchip RK3588
rockchip,rk3328;4;453;234;NA;Unknown;Mobile/Embedded;rockchip,rk3328
rockchip,rk3368;8;870;347;NA;Unknown;Mobile/Embedded;rockchip,rk3368
Ryzen 5 150 with Radeon Graphics;6;15376;3127;NA;Unknown;Unknown;Ryzen 5 150 with Radeon Graphics
"Samsung ""Exynos 9610""";8;3168;1012;NA;Unknown;Mobile/Embedded;"Samsung ""Exynos 9610"""
Samsung A04S EUR OPEN REV03C board based on EXYNOS;8;2452;688;NA;Unknown;Mobile/Embedded;Samsung A04S EUR OPEN REV03C board based on EXYNOS
Samsung A13 EUR OPEN REV02B board based on EXYNOS8;8;1230;470;NA;Unknown;Mobile/Embedded;Samsung A13 EUR OPEN REV02B board based on EXYNOS8
Samsung A13 USA SINGLE REV02B board based on EXYNO;8;1528;459;NA;Unknown;Mobile/Embedded;Samsung A13 USA SINGLE REV02B board based on EXYNO
SAMSUNG EXPRESS2;2;233;239;NA;Unknown;Mobile/Embedded;SAMSUNG EXPRESS2
Samsung Exynos;8;2423;868;NA;Unknown;Mobile/Embedded;Samsung Exynos
Samsung Exynos 2100;8;5528;2000;NA;Unknown;Mobile/Embedded;Samsung Exynos 2100
Samsung Exynos 7420;8;2164;833;NA;Unknown;Mobile/Embedded;Samsung Exynos 7420
Samsung Exynos 7570;4;479;310;NA;Unknown;Mobile/Embedded;Samsung Exynos 7570
Samsung Exynos 7580;8;964;330;NA;Unknown;Mobile/Embedded;Samsung Exynos 7580
Samsung Exynos 7870;8;1053;343;NA;Unknown;Mobile/Embedded;Samsung Exynos 7870
Samsung Exynos 7880;8;1818;468;NA;Unknown;Mobile/Embedded;Samsung Exynos 7880
Samsung Exynos 7884;8;1624;652;NA;Unknown;Mobile/Embedded;Samsung Exynos 7884
Samsung Exynos 7885;8;1843;856;NA;Unknown;Mobile/Embedded;Samsung Exynos 7885
Samsung Exynos 7904;8;1852;754;NA;Unknown;Mobile/Embedded;Samsung Exynos 7904
Samsung Exynos 850;8;2087;581;NA;Unknown;Mobile/Embedded;Samsung Exynos 850
Samsung Exynos 8890;8;2611;931;NA;Unknown;Mobile/Embedded;Samsung Exynos 8890
Samsung Exynos 8895;8;3168;992;NA;Unknown;Mobile/Embedded;Samsung Exynos 8895
Samsung Exynos 9610;8;2279;954;NA;Unknown;Mobile/Embedded;Samsung Exynos 9610
Samsung Exynos 9611;8;2550;983;NA;Unknown;Mobile/Embedded;Samsung Exynos 9611
Samsung Exynos 980;8;4584;1871;NA;Unknown;Mobile/Embedded;Samsung Exynos 980
Samsung Exynos 9810;8;3783;1301;NA;Unknown;Mobile/Embedded;Samsung Exynos 9810
Samsung Exynos 9820;8;3984;1658;NA;Unknown;Mobile/Embedded;Samsung Exynos 9820
Samsung Exynos 9825;8;3812;1582;NA;Unknown;Mobile/Embedded;Samsung Exynos 9825
Samsung Exynos 990;8;6042;1772;NA;Unknown;Mobile/Embedded;Samsung Exynos 990
Samsung EXYNOS5420;4;704;471;NA;Unknown;Mobile/Embedded;Samsung EXYNOS5420
Samsung EXYNOS5430;8;1380;595;NA;Unknown;Mobile/Embedded;Samsung EXYNOS5430
Samsung EXYNOS5433;8;1196;517;NA;Unknown;Mobile/Embedded;Samsung EXYNOS5433
SAMSUNG Exynos7420;8;2055;709;NA;Unknown;Mobile/Embedded;SAMSUNG Exynos7420
SAMSUNG Exynos7580;8;910;271;NA;Unknown;Mobile/Embedded;SAMSUNG Exynos7580
Samsung Exynos7870;8;2093;507;NA;Unknown;Mobile/Embedded;Samsung Exynos7870
samsung exynos7885;8;2496;984;NA;Unknown;Mobile/Embedded;samsung exynos7885
Samsung GrandPrimePlus LTE CIS rev04 board based o;4;312;213;NA;Unknown;Mobile/Embedded;Samsung GrandPrimePlus LTE CIS rev04 board based o
Samsung GrandPrimePlus LTE LTN DTV rev04 board bas;4;599;336;NA;Unknown;Mobile/Embedded;Samsung GrandPrimePlus LTE LTN DTV rev04 board bas
Samsung GrandPrimePlus LTE LTN OPEN rev04 board ba;4;415;179;NA;Unknown;Mobile/Embedded;Samsung GrandPrimePlus LTE LTN OPEN rev04 board ba
Samsung J7 Max LTE SWA board based on MT6757V/WL;8;928;282;NA;Unknown;Mobile/Embedded;Samsung J7 Max LTE SWA board based on MT6757V/WL
SAMSUNG JF;4;540;328;NA;Unknown;Mobile/Embedded;SAMSUNG JF
Samsung M13 EUR OPEN REV02 board based on EXYNOS85;8;1425;516;NA;Unknown;Mobile/Embedded;Samsung M13 EUR OPEN REV02 board based on EXYNOS85
Samsung M13 SWA INS 00 board based on EXYNOS850;8;1269;492;NA;Unknown;Mobile/Embedded;Samsung M13 SWA INS 00 board based on EXYNOS850
Samsung s5e8535;8;4597;2015;NA;Unknown;Mobile/Embedded;Samsung s5e8535
Samsung s5e8825;8;4502;1928;NA;Unknown;Mobile/Embedded;Samsung s5e8825
Samsung s5e8835;8;5913;1980;NA;Unknown;Mobile/Embedded;Samsung s5e8835
Samsung s5e8845;8;7015;2350;NA;Unknown;Mobile/Embedded;Samsung s5e8845
Samsung s5e8855;8;7676;2430;NA;Unknown;Mobile/Embedded;Samsung s5e8855
Samsung s5e9925;8;6374;2107;NA;Unknown;Mobile/Embedded;Samsung s5e9925
Samsung s5e9945;10;10867;2897;NA;Unknown;Mobile/Embedded;Samsung s5e9945
Samsung s5e9955;10;9739;1968;NA;Unknown;Mobile/Embedded;Samsung s5e9955
SAMSUNG SERRANO;2;266;330;NA;Unknown;Mobile/Embedded;SAMSUNG SERRANO
Samsung Technologies, Inc Exynos E1080;8;4846;2029;NA;Unknown;Mobile/Embedded;Samsung Technologies, Inc Exynos E1080
sc8830;4;410;274;NA;Unknown;Mobile/Embedded;sc8830
SM6375;8;4441;1956;NA;Unknown;Mobile/Embedded;SM6375
SM7325;8;6147;2136;NA;Unknown;Mobile/Embedded;SM7325
SM8325;8;5799;1948;NA;Unknown;Mobile/Embedded;SM8325
SM8350;8;6138;2446;NA;Unknown;Mobile/Embedded;SM8350
SM8450;8;4896;1278;NA;Unknown;Mobile/Embedded;SM8450
SM8550;8;8629;2974;NA;Unknown;Mobile/Embedded;SM8550
SM8750;8;13504;3234;NA;Unknown;Mobile/Embedded;SM8750
SMDK4x12;8;3006;1271;NA;Unknown;Mobile/Embedded;SMDK4x12
Snapdragon 435;8;1079;349;NA;Unknown;Mobile/Embedded;Snapdragon 435
Snapdragon 662;8;2431;908;NA;Unknown;Mobile/Embedded;Snapdragon 662
Snapdragon 7325;8;5567;2027;NA;Unknown;Mobile/Embedded;Snapdragon 7325
Snapdragon 7c @ 1.96 GHz;8;3712;1519;NA;Unknown;Laptop, Mobile/Embedded;Snapdragon 7c @ 1.96 GHz
Snapdragon 7c @ 2.40 GHz;8;3434;1241;9;Unknown;Laptop, Mobile/Embedded;Snapdragon 7c @ 2.40 GHz
Snapdragon 7c Gen 2 @ 2.55 GHz;8;3855;1467;7;Unknown;Laptop, Mobile/Embedded;Snapdragon 7c Gen 2 @ 2.55 GHz
Snapdragon 7cPlus Gen 3 @ 2.40 GHz;8;6044;1706;NA;Unknown;Mobile/Embedded;Snapdragon 7cPlus Gen 3 @ 2.40 GHz
Snapdragon 8 Gen2 Mobile Platform for Galaxy;8;9362;3093;NA;Unknown;Mobile/Embedded;Snapdragon 8 Gen2 Mobile Platform for Galaxy
Snapdragon 835;8;2536;1018;9;Unknown;Laptop, Mobile/Embedded;Snapdragon 835
Snapdragon 835 @ 2.45 GHz;8;3524;954;NA;Unknown;Mobile/Embedded;Snapdragon 835 @ 2.45 GHz
Snapdragon 8350;8;4618;2485;NA;Unknown;Mobile/Embedded;Snapdragon 8350
Snapdragon 845 @ 2.8 GHz;8;3495;1342;NA;Unknown;Mobile/Embedded;Snapdragon 845 @ 2.8 GHz
Snapdragon 850 @ 2.40 GHz;8;2946;1198;NA;Unknown;Mobile/Embedded;Snapdragon 850 @ 2.40 GHz
Snapdragon 850 @ 2.96 GHz;8;3395;1410;5;Unknown;Laptop, Mobile/Embedded;Snapdragon 850 @ 2.96 GHz
Snapdragon 855 @ 2.84 GHz;8;5070;1431;NA;Unknown;Mobile/Embedded;Snapdragon 855 @ 2.84 GHz
Snapdragon 860 @ 2.96 GHz;8;4804;1472;NA;Unknown;Mobile/Embedded;Snapdragon 860 @ 2.96 GHz
Snapdragon 8c @ 2.46 GHz;8;5230;1544;NA;Unknown;Laptop, Mobile/Embedded;Snapdragon 8c @ 2.46 GHz
Snapdragon 8cx @ 2.84 GHz;8;5180;1725;NA;Unknown;Laptop, Mobile/Embedded;Snapdragon 8cx @ 2.84 GHz
Snapdragon 8cx Gen 2 @ 3.0 GHz;8;6754;1789;NA;Unknown;Laptop, Mobile/Embedded;Snapdragon 8cx Gen 2 @ 3.0 GHz
Snapdragon 8cx Gen 2 @ 3.15 GHz;8;6725;1940;7;Unknown;Laptop, Mobile/Embedded;Snapdragon 8cx Gen 2 @ 3.15 GHz
Snapdragon 8cx Gen 3 @ 2.69 GHz;8;10799;2142;NA;Unknown;Mobile/Embedded;Snapdragon 8cx Gen 3 @ 2.69 GHz
Snapdragon 8cx Gen 3 @ 3.0;1;1811;2463;NA;Unknown;Mobile/Embedded;Snapdragon 8cx Gen 3 @ 3.0
Snapdragon 8cx Gen 3 @ 3.0 GHz;8;11817;2416;NA;Unknown;Laptop, Mobile/Embedded;Snapdragon 8cx Gen 3 @ 3.0 GHz
Snapdragon X - X126100 - Qualcomm Oryon;8;16701;2876;30;Unknown;Laptop;Snapdragon X - X126100 - Qualcomm Oryon
Snapdragon X Plus (8-core) @ 3.30 GHz;8;16436;3165;NA;Unknown;Mobile/Embedded;Snapdragon X Plus (8-core) @ 3.30 GHz
Snapdragon X Plus - X1P42100 - Qualcomm Ory;8;18046;3245;30;Unknown;Laptop;Snapdragon X Plus - X1P42100 - Qualcomm Ory
Sony Mobile fusion3;4;428;234;NA;Unknown;Unknown;Sony Mobile fusion3
Spreadtrum SC7731e;4;333;230;NA;Unknown;Unknown;Spreadtrum SC7731e
Spreadtrum SC9832E;4;576;317;NA;Unknown;Mobile/Embedded;Spreadtrum SC9832E
Spreadtrum SC9853I-IA;8;748;467;NA;Unknown;Mobile/Embedded;Spreadtrum SC9853I-IA
Spreadtrum SC9863A;8;1531;498;NA;Unknown;Mobile/Embedded;Spreadtrum SC9863A
Spreadtrum SC9863A Board;8;1671;519;NA;Unknown;Mobile/Embedded;Spreadtrum SC9863A Board
Spreadtrum T310;4;1584;1185;NA;Unknown;Mobile/Embedded;Spreadtrum T310
Spreadtrum T603;8;1765;552;NA;Unknown;Mobile/Embedded;Spreadtrum T603
Spreadtrum T606;8;2659;960;NA;Unknown;Mobile/Embedded;Spreadtrum T606
Spreadtrum T610;8;2646;1113;NA;Unknown;Mobile/Embedded;Spreadtrum T610
Spreadtrum T612;8;2898;1057;NA;Unknown;Mobile/Embedded;Spreadtrum T612
Spreadtrum T615;8;2962;1101;NA;Unknown;Mobile/Embedded;Spreadtrum T615
Spreadtrum T616;8;2905;1060;NA;Unknown;Mobile/Embedded;Spreadtrum T616
Spreadtrum T618;8;2934;1136;NA;Unknown;Mobile/Embedded;Spreadtrum T618
Spreadtrum T620;8;3016;1208;NA;Unknown;Mobile/Embedded;Spreadtrum T620
Spreadtrum T7200;8;2754;985;NA;Unknown;Mobile/Embedded;Spreadtrum T7200
Spreadtrum T760;8;5119;1511;NA;Unknown;Mobile/Embedded;Spreadtrum T760
Spreadtrum T765;8;3804;1452;NA;Unknown;Mobile/Embedded;Spreadtrum T765
Spreadtrum T820;8;5543;1908;NA;Unknown;Mobile/Embedded;Spreadtrum T820
Spreadtrum UIS7885(prototype);8;5619;1966;NA;Unknown;Mobile/Embedded;Spreadtrum UIS7885(prototype)
Spreadtrum UMS9230;8;2878;988;NA;Unknown;Mobile/Embedded;Spreadtrum UMS9230
Spreadtrum UMS9230E;8;2942;1112;NA;Unknown;Mobile/Embedded;Spreadtrum UMS9230E
Spreadtrum UMS9230H;8;2861;1121;NA;Unknown;Mobile/Embedded;Spreadtrum UMS9230H
Spreadtrum UMS9230S;8;3014;1046;NA;Unknown;Mobile/Embedded;Spreadtrum UMS9230S
Spreadtrum UMS9230T;8;2707;1202;NA;Unknown;Mobile/Embedded;Spreadtrum UMS9230T
Spreadtrum UMS9621S;8;4550;1658;NA;Unknown;Mobile/Embedded;Spreadtrum UMS9621S
Spreadtrum UMS9632;8;4411;2015;NA;Unknown;Mobile/Embedded;Spreadtrum UMS9632
Star based on Qualcomm Technologies, Inc SM8350;8;5241;1962;NA;Unknown;Mobile/Embedded;Star based on Qualcomm Technologies, Inc SM8350
StratoVirt;8;11676;1839;NA;Unknown;Unknown;StratoVirt
sun50iw1p1;4;559;280;NA;Unknown;Mobile/Embedded;sun50iw1p1
sun50iw6;4;498;339;NA;Unknown;Mobile/Embedded;sun50iw6
sun8iw11p1;4;335;243;NA;Unknown;Mobile/Embedded;sun8iw11p1
sun8iw7;4;237;207;NA;Unknown;Mobile/Embedded;sun8iw7
Synaptics VS640;4;862;550;NA;Unknown;Mobile/Embedded;Synaptics VS640
Synaptics VS680;4;1728;879;NA;Unknown;Mobile/Embedded;Synaptics VS680
T606;8;2824;989;NA;Unknown;Mobile/Embedded;T606
T610-Unisoc;8;2575;1069;NA;Unknown;Mobile/Embedded;T610-Unisoc
T610S-Unisoc;8;2781;1191;NA;Unknown;Mobile/Embedded;T610S-Unisoc
T618;8;2771;1179;NA;Unknown;Mobile/Embedded;T618
T700-Unisoc;8;2421;1013;NA;Unknown;Mobile/Embedded;T700-Unisoc
taoyao based Qualcomm Technologies, Inc. Yupik IDP;8;6359;1818;NA;Unknown;Mobile/Embedded;taoyao based Qualcomm Technologies, Inc. Yupik IDP
Thor;6;839;387;NA;Unknown;Mobile/Embedded;Thor
tn8;4;1028;631;NA;Unknown;Mobile/Embedded;tn8
UGOOS UT8 Board;4;1152;553;NA;Unknown;Mobile/Embedded;UGOOS UT8 Board
UIS7862A;8;2638;1065;NA;Unknown;Mobile/Embedded;UIS7862A
Unisoc L3;8;1901;399;NA;Unknown;Mobile/Embedded;Unisoc L3
Unisoc L3R;8;1337;454;NA;Unknown;Mobile/Embedded;Unisoc L3R
Unisoc SC7731e;4;343;241;NA;Unknown;Mobile/Embedded;Unisoc SC7731e
Unisoc SC9832e;4;509;315;NA;Unknown;Mobile/Embedded;Unisoc SC9832e
Unisoc SC9863a;8;1436;486;NA;Unknown;Mobile/Embedded;Unisoc SC9863a
Unisoc SC9863A1;8;1466;427;NA;Unknown;Mobile/Embedded;Unisoc SC9863A1
Unisoc T310;4;1414;1094;NA;Unknown;Mobile/Embedded;Unisoc T310
Unisoc T603;8;1835;585;NA;Unknown;Mobile/Embedded;Unisoc T603
Unisoc T606;8;2662;990;NA;Unknown;Mobile/Embedded;Unisoc T606
Unisoc T610;8;2821;1074;NA;Unknown;Mobile/Embedded;Unisoc T610
Unisoc T612;8;2530;1052;NA;Unknown;Mobile/Embedded;Unisoc T612
Unisoc T616;8;3116;1191;NA;Unknown;Mobile/Embedded;Unisoc T616
Unisoc T618;8;2588;1164;NA;Unknown;Mobile/Embedded;Unisoc T618
Unisoc T700;8;2635;1064;NA;Unknown;Mobile/Embedded;Unisoc T700
Unisoc T760;8;4720;1628;NA;Unknown;Mobile/Embedded;Unisoc T760
Unisoc T820;8;5763;1958;NA;Unknown;Mobile/Embedded;Unisoc T820
Unisoc UIS7862S;8;2780;1135;NA;Unknown;Mobile/Embedded;Unisoc UIS7862S
Unisoc UIS8581A;8;1704;507;NA;Unknown;Mobile/Embedded;Unisoc UIS8581A
Unisoc UIS8581E;8;1279;498;NA;Unknown;Mobile/Embedded;Unisoc UIS8581E
Unisoc ums312;4;988;1067;NA;Unknown;Mobile/Embedded;Unisoc ums312
Unisoc ums512;8;2599;1111;NA;Unknown;Mobile/Embedded;Unisoc ums512
Unisoc ums9230;8;2285;909;NA;Unknown;Mobile/Embedded;Unisoc ums9230
Unisoc ums9230H;8;2924;1086;NA;Unknown;Mobile/Embedded;Unisoc ums9230H
Unisoc ums9230T;8;2919;1108;NA;Unknown;Mobile/Embedded;Unisoc ums9230T
UNIVERSAL3470;4;391;254;NA;Unknown;Mobile/Embedded;UNIVERSAL3470
UNIVERSAL3475;4;310;199;NA;Unknown;Mobile/Embedded;UNIVERSAL3475
vendor Kirin710;8;2831;943;NA;Unknown;Mobile/Embedded;vendor Kirin710
vendor Kirin810;8;4242;1567;NA;Unknown;Mobile/Embedded;vendor Kirin810
vendor Kirin820;8;4947;1678;NA;Unknown;Mobile/Embedded;vendor Kirin820
vendor Kirin9000;8;6914;2592;NA;Unknown;Mobile/Embedded;vendor Kirin9000
vendor Kirin9000E;8;7141;2687;NA;Unknown;Mobile/Embedded;vendor Kirin9000E
vendor Kirin970;8;3045;894;NA;Unknown;Mobile/Embedded;vendor Kirin970
vendor Kirin980;8;5204;1715;NA;Unknown;Mobile/Embedded;vendor Kirin980
vendor Kirin985;8;5481;1852;NA;Unknown;Mobile/Embedded;vendor Kirin985
vendor Kirin990;8;6123;2011;NA;Unknown;Mobile/Embedded;vendor Kirin990
Venus based on Qualcomm Technologies, Inc SM8350;8;5404;2157;NA;Unknown;Mobile/Embedded;Venus based on Qualcomm Technologies, Inc SM8350
VIA C7-D 1800MHz;1;150;147;20;BGA400;Desktop;VIA C7-D 1800MHz
VIA C7-M 1200MHz;1;112;93;NA;Unknown;Laptop;VIA C7-M 1200MHz
VIA C7-M 1600MHz;1;116;124;15;BGA400;Laptop;VIA C7-M 1600MHz
VIA C7-M 6300MHz;1;145;121;NA;Unknown;Laptop;VIA C7-M 6300MHz
VIA Eden 1000MHz;1;80;83;5;NanoBGA2;Laptop;VIA Eden 1000MHz
VIA Eden 1200MHz;1;93;97;7;NanoBGA2;Laptop;VIA Eden 1200MHz
VIA Eden C1050@1.06GHz;1;263;283;NA;Unknown;Mobile/Embedded;VIA Eden C1050@1.06GHz
VIA Eden X2 U4200 @ 1.0+ GHz;2;326;282;NA;Unknown;Mobile/Embedded;VIA Eden X2 U4200 @ 1.0+ GHz
VIA Eden X4 C4250 @ 1.2+GHz;4;904;482;NA;Unknown;Mobile/Embedded;VIA Eden X4 C4250 @ 1.2+GHz
VIA Esther 1000MHz;1;95;82;NA;Unknown;Unknown;VIA Esther 1000MHz
VIA Esther 1500MHz;1;135;112;NA;Unknown;Unknown;VIA Esther 1500MHz
VIA Nano L2007@1600MHz;1;238;273;25;BGA400;Laptop;VIA Nano L2007@1600MHz
VIA Nano L2100@1800MHz;1;279;182;25;BGA400;Laptop;VIA Nano L2100@1800MHz
VIA Nano L2207@1600MHz;1;165;191;17;BGA400;Laptop;VIA Nano L2207@1600MHz
VIA Nano U2250 (1.6GHz Capable);1;187;256;8;BGA400;Laptop;VIA Nano U2250 (1.6GHz Capable)
VIA Nano U2250@1300+MHz;1;179;156;10;BGA400;Laptop;VIA Nano U2250@1300+MHz
VIA Nano U2500@1200MHz;1;199;184;7;BGA400;Laptop;VIA Nano U2500@1200MHz
VIA Nano U3500@1000MHz;1;184;286;5;BGA400;Laptop;VIA Nano U3500@1000MHz
VIA Nano X2 U4025 @ 1.2 GHz;2;362;334;NA;BGA400;Laptop;VIA Nano X2 U4025 @ 1.2 GHz
VIA Nehemiah;1;101;75;NA;Unknown;Unknown;VIA Nehemiah
VIA QuadCore C4650@2.0GHz;4;1352;559;NA;Unknown;Unknown;VIA QuadCore C4650@2.0GHz
VIA QuadCore L4700 @ 1.2+ GHz;4;773;355;27.5;Unknown;Laptop;VIA QuadCore L4700 @ 1.2+ GHz
VIA QuadCore U4650 @ 1.0+ GHz;4;666;296;27.5;Unknown;Desktop;VIA QuadCore U4650 @ 1.0+ GHz
Vili based on Qualcomm Technologies, Inc SM8350;8;5296;1592;NA;Unknown;Mobile/Embedded;Vili based on Qualcomm Technologies, Inc SM8350
virt-10.0;4;3127;1338;NA;Unknown;Unknown;virt-10.0
virt-8.2;6;6547;1555;NA;Unknown;Unknown;virt-8.2
virt-9.1;4;9461;3372;NA;Unknown;Unknown;virt-9.1
virt-9.2;4;2967;1247;NA;Unknown;Unknown;virt-9.2
Virtual @ 2.30GHz;4;1345;475;NA;Unknown;Unknown;Virtual @ 2.30GHz
Virtual @ 2.32GHz;8;1826;751;NA;Unknown;Unknown;Virtual @ 2.32GHz
Virtual @ 2.39GHz;4;1936;793;NA;Unknown;Unknown;Virtual @ 2.39GHz
Virtual @ 2.49GHz;6;4599;1076;NA;Unknown;Unknown;Virtual @ 2.49GHz
Virtual @ 2.56GHz;8;3778;1058;NA;Unknown;Unknown;Virtual @ 2.56GHz
Virtual @ 2.70GHz;8;3688;1258;NA;Unknown;Unknown;Virtual @ 2.70GHz
Virtual @ 2.89GHz;7;4134;1111;NA;Unknown;Unknown;Virtual @ 2.89GHz
Virtual @ 2.95GHz;8;11331;2470;NA;Unknown;Unknown;Virtual @ 2.95GHz
Virtual @ 3.24GHz;8;11691;2744;NA;Unknown;Unknown;Virtual @ 3.24GHz
Virtual @ 3.41GHz;10;14138;2612;NA;Unknown;Unknown;Virtual @ 3.41GHz
Virtual @ 3.80GHz;12;16736;3593;NA;Unknown;Unknown;Virtual @ 3.80GHz
Welcome SC9863A;8;1897;535;NA;Unknown;Mobile/Embedded;Welcome SC9863A
XRing O1;10;15765;4112;NA;Unknown;Mobile/Embedded;XRing O1
XTRONS_IX;8;1266;431;NA;Unknown;Mobile/Embedded;XTRONS_IX
Z3-6540M@2.1GHz;4;1599;788;NA;Unknown;Unknown;Z3-6540M@2.1GHz
ZHAOXIN KaiXian KX-6640A@2.6GHz;4;1766;729;NA;Unknown;Unknown;ZHAOXIN KaiXian KX-6640A@2.6GHz
ZHAOXIN KaiXian KX-6640MA@2.1+GHz;4;1597;784;NA;Unknown;Desktop;ZHAOXIN KaiXian KX-6640MA@2.1+GHz
ZHAOXIN KaiXian KX-6640MA@2.2+GHz;4;1566;736;70;Unknown;Unknown;ZHAOXIN KaiXian KX-6640MA@2.2+GHz
ZHAOXIN KaiXian KX-7000;8;7247;1384;NA;Unknown;Unknown;ZHAOXIN KaiXian KX-7000
ZHAOXIN KaiXian KX-U6580@2.5GHz;8;3227;745;NA;Unknown;Unknown;ZHAOXIN KaiXian KX-U6580@2.5GHz
ZHAOXIN KaiXian KX-U6780@2.7GHz;8;3693;851;NA;Unknown;Unknown;ZHAOXIN KaiXian KX-U6780@2.7GHz
